+=====================+=====================+=================================================================================================================================================================================================================================================================================================================================================================+
| Launch Setup Clock  | Launch Hold Clock   | Pin                                                                                                                                                                                                                                                                                                                                                             |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/state_reg[1]/R                                                                                                                                                                                                                                                                                                                    |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/rdata_buffer_reg[4]/D                                                                                                                                                                                                                                                                                                             |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/step_count_reg[4]/R                                                                                                                                                                                                                                                                                                               |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/state_reg[6]/R                                                                                                                                                                                                                                                                                                                    |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/state_reg[8]/R                                                                                                                                                                                                                                                                                                                    |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/release_flag_reg/R                                                                                                                                                                                                                                                                                                                |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/rdata_buffer_reg[5]/D                                                                                                                                                                                                                                                                                                             |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/func_count_reg[3]/R                                                                                                                                                                                                                                                                                                               |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/func_count_reg[4]/R                                                                                                                                                                                                                                                                                                               |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/func_count_reg[2]/R                                                                                                                                                                                                                                                                                                               |
| clk_out1_clk_wiz_1  | clk_out1_clk_wiz_1  | u_lcd_top/u_lcd_ctrl/s_rdata_reg[0]/D                                                                                                                                                                                                                                                                                                                           |
| clk_out1_clk_wiz_1  | clk_out1_clk_wiz_1  | u_lcd_top/u_lcd_ctrl/s_rdata_reg[18]/D                                                                                                                                                                                                                                                                                                                          |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/write_count_reg[1]/R                                                                                                                                                                                                                                                                                                              |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/top_count_reg[1]/R                                                                                                                                                                                                                                                                                                                |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/top_count_reg[4]/R                                                                                                                                                                                                                                                                                                                |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/rword_buffer_reg[9]/R                                                                                                                                                                                                                                                                                                             |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/rword_buffer_reg[13]/R                                                                                                                                                                                                                                                                                                            |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/rword_buffer_reg[14]/R                                                                                                                                                                                                                                                                                                            |
| clk_out1_clk_wiz_1  | clk_out1_clk_wiz_1  | u_lcd_top/u_lcd_ctrl/s_rdata_reg[1]/D                                                                                                                                                                                                                                                                                                                           |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/rword_buffer_reg[15]/R                                                                                                                                                                                                                                                                                                            |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/rword_buffer_reg[3]/R                                                                                                                                                                                                                                                                                                             |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/write_count_reg[2]/R                                                                                                                                                                                                                                                                                                              |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/write_count_reg[3]/R                                                                                                                                                                                                                                                                                                              |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/write_count_reg[0]/R                                                                                                                                                                                                                                                                                                              |
| clk_out1_clk_wiz_1  | clk_out1_clk_wiz_1  | u_lcd_top/u_lcd_ctrl/s_rdata_reg[5]/D                                                                                                                                                                                                                                                                                                                           |
| clk_out1_clk_wiz_1  | clk_out1_clk_wiz_1  | u_lcd_top/u_lcd_ctrl/s_rdata_reg[4]/D                                                                                                                                                                                                                                                                                                                           |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/step_count_reg[1]/R                                                                                                                                                                                                                                                                                                               |
| clk_out1_clk_wiz_1  | clk_out1_clk_wiz_1  | u_lcd_top/u_lcd_ctrl/s_rdata_reg[8]/D                                                                                                                                                                                                                                                                                                                           |
| clk_out1_clk_wiz_1  | clk_out1_clk_wiz_1  | u_lcd_top/u_lcd_ctrl/s_rdata_reg[13]/D                                                                                                                                                                                                                                                                                                                          |
| clk_out1_clk_wiz_1  | clk_out1_clk_wiz_1  | u_lcd_top/u_lcd_ctrl/s_rdata_reg[7]/D                                                                                                                                                                                                                                                                                                                           |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/rdata_buffer_reg[1]/D                                                                                                                                                                                                                                                                                                             |
| clk_out1_clk_wiz_1  | clk_out1_clk_wiz_1  | u_lcd_top/u_lcd_ctrl/s_rdata_reg[6]/D                                                                                                                                                                                                                                                                                                                           |
| clk_out1_clk_wiz_1  | clk_out1_clk_wiz_1  | u_lcd_top/u_lcd_ctrl/s_rdata_reg[19]/D                                                                                                                                                                                                                                                                                                                          |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/rdata_buffer_reg[2]/D                                                                                                                                                                                                                                                                                                             |
| clk_out1_clk_wiz_1  | clk_out1_clk_wiz_1  | u_lcd_top/u_lcd_ctrl/s_rdata_reg[15]/D                                                                                                                                                                                                                                                                                                                          |
| clk_out1_clk_wiz_1  | clk_out1_clk_wiz_1  | u_lcd_top/u_lcd_ctrl/s_rdata_reg[17]/D                                                                                                                                                                                                                                                                                                                          |
| clk_out1_clk_wiz_1  | clk_out1_clk_wiz_1  | u_lcd_top/u_lcd_ctrl/s_rdata_reg[14]/D                                                                                                                                                                                                                                                                                                                          |
| clk_out1_clk_wiz_1  | clk_out1_clk_wiz_1  | u_lcd_top/u_lcd_ctrl/s_rdata_reg[3]/D                                                                                                                                                                                                                                                                                                                           |
| clk_out1_clk_wiz_1  | clk_out1_clk_wiz_1  | u_lcd_top/u_lcd_ctrl/s_rdata_reg[11]/D                                                                                                                                                                                                                                                                                                                          |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/rdata_buffer_reg[6]/D                                                                                                                                                                                                                                                                                                             |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/rdata_buffer_reg[3]/D                                                                                                                                                                                                                                                                                                             |
| clk_out1_clk_wiz_1  | clk_out1_clk_wiz_1  | u_lcd_top/u_lcd_ctrl/s_rdata_reg[2]/D                                                                                                                                                                                                                                                                                                                           |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/rdata_buffer_reg[7]/D                                                                                                                                                                                                                                                                                                             |
| clk_out2_clk_wiz_1  | clk_out2_clk_wiz_1  | u_lcd_top/u_lcd_touch_scanner/init0/U0/inst_blk_mem_gen/gnbram.gnativebmg.native_blk_mem_gen/valid.cstr/ramloop[0].ram.r/prim_init.ram/u_lcd_top/u_lcd_touch_scanner/init0/U0/inst_blk_mem_gen/gnbram.gnativebmg.native_blk_mem_gen/valid.cstr/ramloop[0].ram.r/prim_init.ram/DEVICE_7SERIES.NO_BMM_INFO.SP.WIDE_PRIM18.ram_cooolgate_en_gate_99_cooolDelFlop/D |
+---------------------+---------------------+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
